date,description,price
2023-04-01,heating oil,
2023-04-02,heating oil,
2023-04-03,heating oil,2.54
2023-04-04,heating oil,2.55
2023-04-05,heating oil,2.60
2023-04-06,heating oil,2.54
2023-04-07,heating oil,
2023-04-08,heating oil,
2023-04-09,heating oil,
2023-04-10,heating oil,2.55
2023-04-11,heating oil,2.53
2023-04-12,heating oil,2.56
2023-04-13,heating oil,2.56
2023-04-14,heating oil,2.50
2023-04-15,heating oil,
2023-04-16,heating oil,
2023-04-17,heating oil,2.49
2023-04-18,heating oil,2.43
2023-04-19,heating oil,2.39
2023-04-20,heating oil,2.31
2023-04-21,heating oil,2.32
2023-04-22,heating oil,
2023-04-23,heating oil,
2023-04-24,heating oil,2.34
2023-04-25,heating oil,2.27
2023-04-26,heating oil,2.19
2023-04-27,heating oil,2.18
2023-04-28,heating oil,2.20
2023-04-29,heating oil,
2023-04-30,heating oil,
2023-05-01,heating oil,2.21
2023-05-02,heating oil,2.12
2023-05-03,heating oil,2.04
2023-05-04,heating oil,2.07
2023-05-05,heating oil,2.15
2023-05-06,heating oil,
2023-05-07,heating oil,
2023-05-08,heating oil,2.21
2023-05-09,heating oil,2.23
2023-05-10,heating oil,2.23
2023-05-11,heating oil,2.20
2023-05-12,heating oil,2.14
2023-05-13,heating oil,
2023-05-14,heating oil,
2023-05-15,heating oil,2.21
2023-05-16,heating oil,2.19
2023-05-17,heating oil,2.26
2023-05-18,heating oil,2.24
2023-05-19,heating oil,2.20
2023-05-20,heating oil,
2023-05-21,heating oil,
2023-05-22,heating oil,2.21
2023-05-23,heating oil,2.21
2023-05-24,heating oil,2.25
2023-05-25,heating oil,2.18
2023-05-26,heating oil,2.22
2023-05-27,heating oil,
2023-05-28,heating oil,
2023-05-29,heating oil,
2023-05-30,heating oil,2.13
2023-05-31,heating oil,2.10
2023-06-01,heating oil,2.16
2023-06-02,heating oil,2.21
2023-06-03,heating oil,
2023-06-04,heating oil,
2023-06-05,heating oil,2.21
2023-06-06,heating oil,2.21
2023-06-07,heating oil,2.26
2023-06-08,heating oil,2.23
2023-06-09,heating oil,2.22
2023-06-10,heating oil,
2023-06-11,heating oil,
2023-06-12,heating oil,2.17
2023-06-13,heating oil,2.26
2023-06-14,heating oil,2.23
2023-06-15,heating oil,2.34
2023-06-16,heating oil,2.41
2023-06-17,heating oil,
2023-06-18,heating oil,
2023-06-19,heating oil,
2023-06-20,heating oil,2.34
2023-06-21,heating oil,2.44
2023-06-22,heating oil,2.34
2023-06-23,heating oil,2.29
2023-06-24,heating oil,
2023-06-25,heating oil,
2023-06-26,heating oil,2.33
2023-06-27,heating oil,2.29
2023-06-28,heating oil,2.28
2023-06-29,heating oil,2.30
2023-06-30,heating oil,2.33
2023-07-01,heating oil,
2023-07-02,heating oil,
2023-07-03,heating oil,2.27
2023-07-04,heating oil,
2023-07-05,heating oil,2.37
2023-07-06,heating oil,2.35
2023-07-07,heating oil,2.40
2023-07-08,heating oil,
2023-07-09,heating oil,
2023-07-10,heating oil,2.39
2023-07-11,heating oil,2.42
2023-07-12,heating oil,2.45
2023-07-13,heating oil,2.44
2023-07-14,heating oil,2.42
2023-07-15,heating oil,
2023-07-16,heating oil,
2023-07-17,heating oil,2.38
2023-07-18,heating oil,2.41
2023-07-19,heating oil,2.48
2023-07-20,heating oil,2.48
2023-07-21,heating oil,2.56
2023-07-22,heating oil,
2023-07-23,heating oil,
2023-07-24,heating oil,2.59
2023-07-25,heating oil,2.60
2023-07-26,heating oil,2.66
2023-07-27,heating oil,2.72
2023-07-28,heating oil,2.77
2023-07-29,heating oil,
2023-07-30,heating oil,
2023-07-31,heating oil,2.81
2023-08-01,heating oil,2.86
2023-08-02,heating oil,2.85
2023-08-03,heating oil,2.93
2023-08-04,heating oil,2.89
2023-08-05,heating oil,
2023-08-06,heating oil,
2023-08-07,heating oil,2.87
2023-08-08,heating oil,2.90
2023-08-09,heating oil,3.04
2023-08-10,heating oil,2.97
2023-08-11,heating oil,2.94
2023-08-12,heating oil,
2023-08-13,heating oil,
2023-08-14,heating oil,2.90
2023-08-15,heating oil,2.86
2023-08-16,heating oil,2.84
2023-08-17,heating oil,2.91
2023-08-18,heating oil,2.99
2023-08-19,heating oil,
2023-08-20,heating oil,
2023-08-21,heating oil,2.94
2023-08-22,heating oil,2.96
2023-08-23,heating oil,2.94
2023-08-24,heating oil,2.97
2023-08-25,heating oil,3.13
2023-08-26,heating oil,
2023-08-27,heating oil,
2023-08-28,heating oil,3.01
2023-08-29,heating oil,3.03
2023-08-30,heating oil,2.91
2023-08-31,heating oil,2.97
2023-09-01,heating oil,2.93
2023-09-02,heating oil,
2023-09-03,heating oil,
2023-09-04,heating oil,
2023-09-05,heating oil,3.08
2023-09-06,heating oil,3.05
2023-09-07,heating oil,3.08
2023-09-08,heating oil,3.15
2023-09-09,heating oil,
2023-09-10,heating oil,
2023-09-11,heating oil,3.22
2023-09-12,heating oil,3.19
2023-09-13,heating oil,3.29
2023-09-14,heating oil,3.32
2023-09-15,heating oil,3.23
2023-09-16,heating oil,
2023-09-17,heating oil,
2023-09-18,heating oil,3.14
2023-09-19,heating oil,3.26
2023-09-20,heating oil,3.17
2023-09-21,heating oil,3.22
2023-09-22,heating oil,3.20
2023-09-23,heating oil,
2023-09-24,heating oil,
2023-09-25,heating oil,3.12
2023-09-26,heating oil,3.12
2023-09-27,heating oil,3.18
2023-09-28,heating oil,3.21
2023-09-29,heating oil,3.22
2023-09-30,heating oil,
2023-10-01,heating oil,
2023-10-02,heating oil,3.16
2023-10-03,heating oil,3.14
2023-10-04,heating oil,2.97
2023-10-05,heating oil,2.82
2023-10-06,heating oil,2.85
2023-10-07,heating oil,
2023-10-08,heating oil,
2023-10-09,heating oil,
2023-10-10,heating oil,2.98
2023-10-11,heating oil,2.97
2023-10-12,heating oil,3.01
2023-10-13,heating oil,3.17
2023-10-14,heating oil,
2023-10-15,heating oil,
2023-10-16,heating oil,3.13
2023-10-17,heating oil,3.14
2023-10-18,heating oil,3.09
2023-10-19,heating oil,3.14
2023-10-20,heating oil,3.12
2023-10-21,heating oil,
2023-10-22,heating oil,
2023-10-23,heating oil,3.06
2023-10-24,heating oil,2.99
2023-10-25,heating oil,2.92
2023-10-26,heating oil,2.68
2023-10-27,heating oil,2.91
2023-10-28,heating oil,
2023-10-29,heating oil,
2023-10-30,heating oil,2.88
2023-10-31,heating oil,2.90
2023-11-01,heating oil,2.87
2023-11-02,heating oil,2.90
2023-11-03,heating oil,2.79
2023-11-04,heating oil,
2023-11-05,heating oil,
2023-11-06,heating oil,2.81
2023-11-07,heating oil,2.77
2023-11-08,heating oil,2.71
2023-11-09,heating oil,2.71
2023-11-10,heating oil,2.74
2023-11-11,heating oil,
2023-11-12,heating oil,
2023-11-13,heating oil,2.80
2023-11-14,heating oil,2.82
2023-11-15,heating oil,2.85
2023-11-16,heating oil,2.75
2023-11-17,heating oil,2.76
2023-11-18,heating oil,
2023-11-19,heating oil,
2023-11-20,heating oil,2.85
2023-11-21,heating oil,2.89
2023-11-22,heating oil,2.84
2023-11-23,heating oil,
2023-11-24,heating oil,2.82
2023-11-25,heating oil,
2023-11-26,heating oil,
2023-11-27,heating oil,2.83
2023-11-28,heating oil,2.87
2023-11-29,heating oil,2.86
2023-11-30,heating oil,2.81
2023-12-01,heating oil,2.63
2023-12-02,heating oil,
2023-12-03,heating oil,
2023-12-04,heating oil,2.65
2023-12-05,heating oil,2.61
2023-12-06,heating oil,2.54
2023-12-07,heating oil,2.53
2023-12-08,heating oil,2.50
2023-12-09,heating oil,
2023-12-10,heating oil,
2023-12-11,heating oil,2.52
2023-12-12,heating oil,2.42
2023-12-13,heating oil,2.46
2023-12-14,heating oil,2.49
2023-12-15,heating oil,2.51
2023-12-16,heating oil,
2023-12-17,heating oil,
2023-12-18,heating oil,2.56
2023-12-19,heating oil,2.61
2023-12-20,heating oil,2.60
2023-12-21,heating oil,2.61
2023-12-22,heating oil,2.55
2023-12-23,heating oil,
2023-12-24,heating oil,
2023-12-25,heating oil,
2023-12-26,heating oil,2.56
2023-12-27,heating oil,2.53
2023-12-28,heating oil,2.47
2023-12-29,heating oil,2.44
2023-12-30,heating oil,
2023-12-31,heating oil,
2024-01-01,heating oil,
2024-01-02,heating oil,2.47
2024-01-03,heating oil,2.51
2024-01-04,heating oil,2.49
2024-01-05,heating oil,2.53
2024-01-06,heating oil,
2024-01-07,heating oil,
2024-01-08,heating oil,2.49
2024-01-09,heating oil,2.55
2024-01-10,heating oil,2.51
2024-01-11,heating oil,2.59
2024-01-12,heating oil,2.58
2024-01-13,heating oil,
2024-01-14,heating oil,
2024-01-15,heating oil,
2024-01-16,heating oil,2.55
2024-01-17,heating oil,2.56
2024-01-18,heating oil,2.59
2024-01-19,heating oil,2.57
2024-01-20,heating oil,
2024-01-21,heating oil,
2024-01-22,heating oil,2.60
2024-01-23,heating oil,2.59
2024-01-24,heating oil,2.58
2024-01-25,heating oil,2.70
2024-01-26,heating oil,2.75
2024-01-27,heating oil,
2024-01-28,heating oil,
2024-01-29,heating oil,2.75
2024-01-30,heating oil,2.72
2024-01-31,heating oil,2.71
2024-02-01,heating oil,2.65
2024-02-02,heating oil,2.58
2024-02-03,heating oil,
2024-02-04,heating oil,
2024-02-05,heating oil,2.66
2024-02-06,heating oil,2.68
2024-02-07,heating oil,2.75
2024-02-08,heating oil,2.83
2024-02-09,heating oil,2.88
2024-02-10,heating oil,
2024-02-11,heating oil,
2024-02-12,heating oil,2.86
2024-02-13,heating oil,2.82
2024-02-14,heating oil,2.74
2024-02-15,heating oil,2.74
2024-02-16,heating oil,2.73
2024-02-17,heating oil,
2024-02-18,heating oil,
2024-02-19,heating oil,
2024-02-20,heating oil,2.66
2024-02-21,heating oil,2.63
2024-02-22,heating oil,2.69
2024-02-23,heating oil,2.63
2024-02-24,heating oil,
2024-02-25,heating oil,
2024-02-26,heating oil,2.70
2024-02-27,heating oil,2.67
2024-02-28,heating oil,2.57
2024-02-29,heating oil,2.59
2024-03-01,heating oil,2.66
2024-03-02,heating oil,
2024-03-03,heating oil,
2024-03-04,heating oil,2.60
2024-03-05,heating oil,2.55
2024-03-06,heating oil,2.61
2024-03-07,heating oil,2.64
2024-03-08,heating oil,2.58
2024-03-09,heating oil,
2024-03-10,heating oil,
2024-03-11,heating oil,2.60
2024-03-12,heating oil,2.56
2024-03-13,heating oil,2.62
2024-03-14,heating oil,2.63
2024-03-15,heating oil,2.66
2024-03-16,heating oil,
2024-03-17,heating oil,
2024-03-18,heating oil,2.71
2024-03-19,heating oil,2.69
2024-03-20,heating oil,2.61
2024-03-21,heating oil,2.58
2024-03-22,heating oil,2.57
2024-03-23,heating oil,
2024-03-24,heating oil,
2024-03-25,heating oil,2.60
2024-03-26,heating oil,2.52
2024-03-27,heating oil,2.50
2024-03-28,heating oil,2.53
2024-03-29,heating oil,
2024-03-30,heating oil,
2024-03-31,heating oil,
2024-04-01,heating oil,2.54
2024-04-02,heating oil,2.62
2024-04-03,heating oil,2.64
2024-04-04,heating oil,2.66
2024-04-05,heating oil,2.67
2024-04-06,heating oil,
2024-04-07,heating oil,
2024-04-08,heating oil,2.65
2024-04-09,heating oil,2.60
2024-04-10,heating oil,2.63
2024-04-11,heating oil,2.59
2024-04-12,heating oil,2.60
2024-04-13,heating oil,
2024-04-14,heating oil,
2024-04-15,heating oil,2.57
2024-04-16,heating oil,2.55
2024-04-17,heating oil,2.48
2024-04-18,heating oil,2.43
2024-04-19,heating oil,2.44
2024-04-20,heating oil,
